image_path,category,file_extension,image_size,image_mode
/Users/adrian/Documents/cubicasa5k/colorful/3135/F1_scaled.png,colorful,.png,"(1522, 1152)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/3135/F1_original.png,colorful,.png,"(1680, 1272)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/12139/F1_scaled.png,colorful,.png,"(745, 1560)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/12139/F1_original.png,colorful,.png,"(816, 1709)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/13685/F2_original.png,colorful,.png,"(1763, 917)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/13685/F1_scaled.png,colorful,.png,"(2271, 1181)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/13685/F2_scaled.png,colorful,.png,"(2271, 1181)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/13685/F1_original.png,colorful,.png,"(1763, 917)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/3132/F1_scaled.png,colorful,.png,"(961, 764)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/3132/F1_original.png,colorful,.png,"(844, 671)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/13824/F2_original.png,colorful,.png,"(778, 514)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/13824/F1_scaled.png,colorful,.png,"(2276, 1503)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/13824/F3_original.png,colorful,.png,"(778, 514)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/13824/F3_scaled.png,colorful,.png,"(2276, 1503)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/13824/F2_scaled.png,colorful,.png,"(2276, 1503)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/13824/F1_original.png,colorful,.png,"(778, 514)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/8385/F1_scaled.png,colorful,.png,"(3204, 2404)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/8385/F1_original.png,colorful,.png,"(2730, 2048)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/3103/F1_scaled.png,colorful,.png,"(469, 1358)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/3103/F1_original.png,colorful,.png,"(444, 1285)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/11573/F1_scaled.png,colorful,.png,"(1367, 874)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/11573/F1_original.png,colorful,.png,"(747, 478)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/11128/F1_scaled.png,colorful,.png,"(1729, 1734)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/11128/F1_original.png,colorful,.png,"(635, 637)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/13278/F1_scaled.png,colorful,.png,"(1170, 1231)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/13278/F1_original.png,colorful,.png,"(901, 948)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/1862/F2_original.png,colorful,.png,"(945, 959)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/1862/F1_scaled.png,colorful,.png,"(2173, 2205)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/1862/F2_scaled.png,colorful,.png,"(2173, 2205)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/1862/F1_original.png,colorful,.png,"(945, 959)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/6082/F1_scaled.png,colorful,.png,"(1019, 697)",RGBA
/Users/adrian/Documents/cubicasa5k/colorful/6082/F1_original.png,colorful,.png,"(655, 448)",RGBA
/Users/adrian/Documents/cubicasa5k/colorful/10052/F1_scaled.png,colorful,.png,"(1549, 1162)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/10052/F1_original.png,colorful,.png,"(2730, 2048)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/4719/F1_scaled.png,colorful,.png,"(1260, 750)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/4719/F1_original.png,colorful,.png,"(692, 412)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/34/F2_original.png,colorful,.png,"(482, 507)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/34/F1_scaled.png,colorful,.png,"(1481, 1558)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/34/F2_scaled.png,colorful,.png,"(1481, 1558)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/34/F1_original.png,colorful,.png,"(482, 507)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/6226/F1_scaled.png,colorful,.png,"(1688, 1266)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/6226/F1_original.png,colorful,.png,"(1112, 834)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/158/F2_original.png,colorful,.png,"(2676, 1840)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/158/F1_scaled.png,colorful,.png,"(1790, 1231)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/158/F2_scaled.png,colorful,.png,"(1790, 1231)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/158/F1_original.png,colorful,.png,"(2676, 1840)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/9893/F1_scaled.png,colorful,.png,"(2148, 1611)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/9893/F1_original.png,colorful,.png,"(1600, 1200)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/355/F2_original.png,colorful,.png,"(2730, 2048)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/355/F1_scaled.png,colorful,.png,"(2056, 1542)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/355/F2_scaled.png,colorful,.png,"(2056, 1542)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/355/F1_original.png,colorful,.png,"(2730, 2048)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/3133/F1_scaled.png,colorful,.png,"(807, 1223)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/3133/F1_original.png,colorful,.png,"(891, 1351)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/1469/F1_scaled.png,colorful,.png,"(1243, 770)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/1469/F1_original.png,colorful,.png,"(806, 499)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/12769/F1_scaled.png,colorful,.png,"(1588, 834)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/12769/F1_original.png,colorful,.png,"(800, 420)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/13019/F1_scaled.png,colorful,.png,"(1242, 985)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/13019/F1_original.png,colorful,.png,"(479, 380)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/1697/F1_scaled.png,colorful,.png,"(1337, 1042)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/1697/F1_original.png,colorful,.png,"(769, 599)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/14660/F1_scaled.png,colorful,.png,"(1430, 1245)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/14660/F1_original.png,colorful,.png,"(802, 698)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/13213/F1_scaled.png,colorful,.png,"(2177, 1388)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/13213/F1_original.png,colorful,.png,"(778, 496)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/14036/F1_scaled.png,colorful,.png,"(1515, 646)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/14036/F1_original.png,colorful,.png,"(680, 290)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/3134/F1_scaled.png,colorful,.png,"(723, 1116)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/3134/F1_original.png,colorful,.png,"(810, 1251)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/2194/F1_scaled.png,colorful,.png,"(1195, 938)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/2194/F1_original.png,colorful,.png,"(1023, 803)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/11260/F1_scaled.png,colorful,.png,"(998, 1431)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/11260/F1_original.png,colorful,.png,"(531, 761)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/12871/F2_original.png,colorful,.png,"(1060, 1074)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/12871/F1_scaled.png,colorful,.png,"(2350, 2381)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/12871/F2_scaled.png,colorful,.png,"(2350, 2381)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/12871/F1_original.png,colorful,.png,"(1060, 1074)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/14175/F1_scaled.png,colorful,.png,"(1454, 982)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/14175/F1_original.png,colorful,.png,"(619, 418)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/4058/F1_scaled.png,colorful,.png,"(872, 1514)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/4058/F1_original.png,colorful,.png,"(299, 519)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/476/F1_scaled.png,colorful,.png,"(623, 885)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/476/F1_original.png,colorful,.png,"(719, 1020)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/220/F2_original.png,colorful,.png,"(588, 711)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/220/F1_scaled.png,colorful,.png,"(1275, 1542)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/220/F2_scaled.png,colorful,.png,"(1275, 1542)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/220/F1_original.png,colorful,.png,"(588, 711)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/11867/F1_scaled.png,colorful,.png,"(1181, 1331)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/11867/F1_original.png,colorful,.png,"(693, 781)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/11400/F2_original.png,colorful,.png,"(892, 1240)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/11400/F1_scaled.png,colorful,.png,"(1327, 1845)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/11400/F2_scaled.png,colorful,.png,"(1327, 1845)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/11400/F1_original.png,colorful,.png,"(892, 1240)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/14126/F1_scaled.png,colorful,.png,"(1377, 1365)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/14126/F1_original.png,colorful,.png,"(758, 751)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/3827/F2_original.png,colorful,.png,"(813, 390)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/3827/F1_scaled.png,colorful,.png,"(2914, 1398)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/3827/F2_scaled.png,colorful,.png,"(2914, 1398)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/3827/F1_original.png,colorful,.png,"(813, 390)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/5916/F2_original.png,colorful,.png,"(512, 384)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/5916/F1_scaled.png,colorful,.png,"(3039, 2279)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/5916/F3_original.png,colorful,.png,"(512, 384)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/5916/F3_scaled.png,colorful,.png,"(3039, 2279)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/5916/F2_scaled.png,colorful,.png,"(3039, 2279)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/5916/F1_original.png,colorful,.png,"(512, 384)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/8064/F2_original.png,colorful,.png,"(606, 542)",RGBA
/Users/adrian/Documents/cubicasa5k/colorful/8064/F1_scaled.png,colorful,.png,"(1581, 1414)",RGBA
/Users/adrian/Documents/cubicasa5k/colorful/8064/F3_original.png,colorful,.png,"(606, 542)",RGBA
/Users/adrian/Documents/cubicasa5k/colorful/8064/F3_scaled.png,colorful,.png,"(1581, 1414)",RGBA
/Users/adrian/Documents/cubicasa5k/colorful/8064/F2_scaled.png,colorful,.png,"(1581, 1414)",RGBA
/Users/adrian/Documents/cubicasa5k/colorful/8064/F1_original.png,colorful,.png,"(606, 542)",RGBA
/Users/adrian/Documents/cubicasa5k/colorful/12214/F1_scaled.png,colorful,.png,"(984, 1124)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/12214/F1_original.png,colorful,.png,"(408, 466)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/1570/F1_scaled.png,colorful,.png,"(1095, 1004)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/1570/F1_original.png,colorful,.png,"(678, 622)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/10315/F1_scaled.png,colorful,.png,"(1116, 1350)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/10315/F1_original.png,colorful,.png,"(634, 767)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/413/F1_scaled.png,colorful,.png,"(1543, 1396)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/413/F1_original.png,colorful,.png,"(650, 588)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/9174/F1_scaled.png,colorful,.png,"(1276, 1707)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/9174/F1_original.png,colorful,.png,"(649, 868)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/10312/F1_scaled.png,colorful,.png,"(1415, 856)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/10312/F1_original.png,colorful,.png,"(846, 512)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/619/F1_scaled.png,colorful,.png,"(801, 976)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/619/F1_original.png,colorful,.png,"(649, 791)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/13138/F1_scaled.png,colorful,.png,"(1220, 794)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/13138/F1_original.png,colorful,.png,"(545, 355)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/13500/F1_scaled.png,colorful,.png,"(778, 1047)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/13500/F1_original.png,colorful,.png,"(575, 774)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/11859/F1_scaled.png,colorful,.png,"(937, 983)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/11859/F1_original.png,colorful,.png,"(433, 454)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/1148/F1_scaled.png,colorful,.png,"(2243, 1357)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/1148/F1_original.png,colorful,.png,"(734, 444)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/8235/F1_scaled.png,colorful,.png,"(1524, 1642)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/8235/F1_original.png,colorful,.png,"(543, 585)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/12625/F2_original.png,colorful,.png,"(1071, 700)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/12625/F1_scaled.png,colorful,.png,"(2128, 1391)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/12625/F2_scaled.png,colorful,.png,"(2128, 1391)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/12625/F1_original.png,colorful,.png,"(1071, 700)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/11261/F1_scaled.png,colorful,.png,"(876, 1432)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/11261/F1_original.png,colorful,.png,"(326, 533)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/10777/F1_scaled.png,colorful,.png,"(1610, 851)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/10777/F1_original.png,colorful,.png,"(713, 377)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/1320/F1_scaled.png,colorful,.png,"(787, 783)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/1320/F1_original.png,colorful,.png,"(567, 564)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/1549/F1_scaled.png,colorful,.png,"(5038, 2122)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/1549/F1_original.png,colorful,.png,"(4000, 1685)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/3226/F1_scaled.png,colorful,.png,"(750, 1612)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/3226/F1_original.png,colorful,.png,"(236, 507)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/7672/F1_scaled.png,colorful,.png,"(1106, 2016)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/7672/F1_original.png,colorful,.png,"(621, 1132)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/3821/F1_scaled.png,colorful,.png,"(1402, 988)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/3821/F1_original.png,colorful,.png,"(454, 320)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/14923/F1_scaled.png,colorful,.png,"(1089, 1150)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/14923/F1_original.png,colorful,.png,"(675, 713)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/11031/F1_scaled.png,colorful,.png,"(2595, 1947)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/11031/F1_original.png,colorful,.png,"(2730, 2048)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/9192/F2_original.png,colorful,.png,"(954, 835)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/9192/F1_scaled.png,colorful,.png,"(1802, 1577)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/9192/F2_scaled.png,colorful,.png,"(1802, 1577)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/9192/F1_original.png,colorful,.png,"(954, 835)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/268/F1_scaled.png,colorful,.png,"(1522, 1142)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/268/F1_original.png,colorful,.png,"(2730, 2048)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/3651/F1_scaled.png,colorful,.png,"(711, 927)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/3651/F1_original.png,colorful,.png,"(382, 498)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/12830/F1_scaled.png,colorful,.png,"(949, 1044)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/12830/F1_original.png,colorful,.png,"(469, 516)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/14937/F1_scaled.png,colorful,.png,"(476, 1153)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/14937/F1_original.png,colorful,.png,"(248, 601)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/1553/F1_scaled.png,colorful,.png,"(1897, 1684)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/1553/F1_original.png,colorful,.png,"(659, 585)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/12002/F1_scaled.png,colorful,.png,"(1495, 948)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/12002/F1_original.png,colorful,.png,"(979, 621)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/9953/F2_original.png,colorful,.png,"(555, 867)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/9953/F1_scaled.png,colorful,.png,"(1736, 2713)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/9953/F2_scaled.png,colorful,.png,"(1736, 2713)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/9953/F1_original.png,colorful,.png,"(555, 867)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/1554/F1_scaled.png,colorful,.png,"(1530, 782)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/1554/F1_original.png,colorful,.png,"(827, 423)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/1732/F1_scaled.png,colorful,.png,"(966, 1121)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/1732/F1_original.png,colorful,.png,"(443, 514)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/10706/F1_scaled.png,colorful,.png,"(1580, 1026)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/10706/F1_original.png,colorful,.png,"(732, 475)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/803/F1_scaled.png,colorful,.png,"(1019, 1096)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/803/F1_original.png,colorful,.png,"(565, 608)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/13513/F1_scaled.png,colorful,.png,"(1452, 1398)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/13513/F1_original.png,colorful,.png,"(507, 488)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/3895/F2_original.png,colorful,.png,"(847, 509)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/3895/F1_scaled.png,colorful,.png,"(2774, 1667)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/3895/F3_original.png,colorful,.png,"(847, 509)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/3895/F3_scaled.png,colorful,.png,"(2774, 1667)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/3895/F2_scaled.png,colorful,.png,"(2774, 1667)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/3895/F1_original.png,colorful,.png,"(847, 509)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/12094/F1_scaled.png,colorful,.png,"(1241, 937)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/12094/F1_original.png,colorful,.png,"(1600, 1208)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/9300/F1_scaled.png,colorful,.png,"(518, 1063)",RGBA
/Users/adrian/Documents/cubicasa5k/colorful/9300/F1_original.png,colorful,.png,"(330, 677)",RGBA
/Users/adrian/Documents/cubicasa5k/colorful/14931/F1_scaled.png,colorful,.png,"(1310, 584)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/14931/F1_original.png,colorful,.png,"(1733, 773)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/2129/F1_scaled.png,colorful,.png,"(1417, 891)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/2129/F1_original.png,colorful,.png,"(690, 434)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/2586/F1_scaled.png,colorful,.png,"(2147, 1660)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/2586/F1_original.png,colorful,.png,"(732, 566)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/14936/F1_scaled.png,colorful,.png,"(535, 1172)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/14936/F1_original.png,colorful,.png,"(264, 578)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/9364/F1_scaled.png,colorful,.png,"(1066, 923)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/9364/F1_original.png,colorful,.png,"(456, 395)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/1794/F1_scaled.png,colorful,.png,"(1434, 1076)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/1794/F1_original.png,colorful,.png,"(2730, 2048)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/2581/F1_scaled.png,colorful,.png,"(1246, 2160)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/2581/F1_original.png,colorful,.png,"(534, 926)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/12200/F1_scaled.png,colorful,.png,"(776, 1098)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/12200/F1_original.png,colorful,.png,"(600, 849)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/11485/F1_scaled.png,colorful,.png,"(767, 1192)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/11485/F1_original.png,colorful,.png,"(379, 589)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/3006/F1_scaled.png,colorful,.png,"(1752, 1314)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/3006/F1_original.png,colorful,.png,"(1600, 1200)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/14938/F1_scaled.png,colorful,.png,"(625, 1076)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/14938/F1_original.png,colorful,.png,"(369, 635)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/13577/F1_scaled.png,colorful,.png,"(856, 1275)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/13577/F1_original.png,colorful,.png,"(384, 572)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/10709/F2_original.png,colorful,.png,"(1828, 2048)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/10709/F1_scaled.png,colorful,.png,"(1844, 2066)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/10709/F2_scaled.png,colorful,.png,"(1844, 2066)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/10709/F1_original.png,colorful,.png,"(1828, 2048)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/1530/F1_scaled.png,colorful,.png,"(1003, 1474)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/1530/F1_original.png,colorful,.png,"(388, 570)",RGB
/Users/adrian/Documents/cubicasa5k/colorful/1957/F2_original.png,colorful,.png,"(1399, 739)",RGB
